FECHA;VENTAS;CIUDAD;TOTAL_VENTA
02/07/2024;207;ALEMANIA;51.750,00 €
14/08/2024;456;SUIZA;114.000,00 €
26/07/2024;16;ESPAÑA;4.000,00 €
06/01/2024;794;CALI;198.500,00 €
04/04/2024;875;BARRANQUILLA;218.750,00 €
13/08/2024;797;SAN ANDRES;199.250,00 €
17/03/2024;551;BOGOTA;137.750,00 €
06/01/2024;930;ARMENIA;232.500,00 €
11/02/2024;365;SANTANDER;91.250,00 €
14/05/2024;139;CUCUTA;34.750,00 €
03/06/2024;373;NARIÑO;93.250,00 €
17/07/2024;30;PUTUMUYO;7.500,00 €
19/05/2024;849;BOGOTA;212.250,00 €
11/05/2024;378;IBAGUE;94.500,00 €
25/05/2024;954;PEREIRA;238.500,00 €
19/08/2024;947;MANIZALES;236.750,00 €
15/04/2024;866;ARMENIA;216.500,00 €
12/06/2024;182;ALEMANIA;45.500,00 €
29/05/2024;910;SUIZA;227.500,00 €
02/02/2024;709;ESPAÑA;177.250,00 €
01/03/2024;578;CALI;144.500,00 €
17/07/2024;826;BARRANQUILLA;206.500,00 €
28/05/2024;598;SAN ANDRES;149.500,00 €
08/02/2024;680;BOGOTA;170.000,00 €
11/07/2024;793;ARMENIA;198.250,00 €
30/05/2024;36;SANTANDER;9.000,00 €
21/07/2024;395;CUCUTA;98.750,00 €
08/08/2024;353;NARIÑO;88.250,00 €
15/04/2024;969;PUTUMUYO;242.250,00 €
17/08/2024;410;BOGOTA;102.500,00 €
13/01/2024;228;IBAGUE;57.000,00 €
30/07/2024;532;PEREIRA;133.000,00 €
19/08/2024;466;MANIZALES;116.500,00 €
05/08/2024;490;ARMENIA;122.500,00 €
23/07/2024;807;ALEMANIA;201.750,00 €
25/06/2024;991;SUIZA;247.750,00 €
28/05/2024;762;ESPAÑA;190.500,00 €
08/03/2024;929;CALI;232.250,00 €
23/06/2024;255;BARRANQUILLA;63.750,00 €
15/06/2024;626;SAN ANDRES;156.500,00 €
10/04/2024;248;BOGOTA;62.000,00 €
25/07/2024;383;ARMENIA;95.750,00 €
29/01/2024;898;SANTANDER;224.500,00 €
03/01/2024;981;CUCUTA;245.250,00 €
11/04/2024;759;NARIÑO;189.750,00 €
01/03/2024;185;PUTUMUYO;46.250,00 €
09/05/2024;432;BOGOTA;108.000,00 €
24/02/2024;703;IBAGUE;175.750,00 €
19/04/2024;250;PEREIRA;62.500,00 €
07/06/2024;18;MANIZALES;4.500,00 €
29/01/2024;28;ARMENIA;7.000,00 €
30/01/2024;931;ALEMANIA;232.750,00 €
11/08/2024;602;SUIZA;150.500,00 €
15/08/2024;988;ESPAÑA;247.000,00 €
07/04/2024;955;CALI;238.750,00 €
12/08/2024;649;BARRANQUILLA;162.250,00 €
17/06/2024;776;SAN ANDRES;194.000,00 €
27/02/2024;386;BOGOTA;96.500,00 €
18/06/2024;78;ARMENIA;19.500,00 €
21/02/2024;152;SANTANDER;38.000,00 €
06/06/2024;967;CUCUTA;241.750,00 €
10/07/2024;728;NARIÑO;182.000,00 €
13/05/2024;702;PUTUMUYO;175.500,00 €
18/05/2024;530;BOGOTA;132.500,00 €
24/08/2024;879;IBAGUE;219.750,00 €
21/02/2024;592;PEREIRA;148.000,00 €
04/07/2024;534;MANIZALES;133.500,00 €
15/07/2024;535;ARMENIA;133.750,00 €
24/06/2024;931;ALEMANIA;232.750,00 €
04/01/2024;604;SUIZA;151.000,00 €
16/06/2024;502;ESPAÑA;125.500,00 €
21/01/2024;941;CALI;235.250,00 €
04/05/2024;587;BARRANQUILLA;146.750,00 €
17/02/2024;255;SAN ANDRES;63.750,00 €
19/06/2024;564;BOGOTA;141.000,00 €
19/03/2024;336;ARMENIA;84.000,00 €
05/03/2024;642;SANTANDER;160.500,00 €
14/03/2024;296;CUCUTA;74.000,00 €
24/01/2024;234;NARIÑO;58.500,00 €
10/01/2024;635;PUTUMUYO;158.750,00 €
14/01/2024;162;BOGOTA;40.500,00 €
14/03/2024;372;IBAGUE;93.000,00 €
15/06/2024;443;PEREIRA;110.750,00 €
09/01/2024;594;MANIZALES;148.500,00 €
01/02/2024;700;ARMENIA;175.000,00 €
16/07/2024;414;ALEMANIA;103.500,00 €
07/07/2024;119;SUIZA;29.750,00 €
28/03/2024;425;ESPAÑA;106.250,00 €
23/08/2024;420;CALI;105.000,00 €
12/03/2024;59;BARRANQUILLA;14.750,00 €
02/07/2024;180;SAN ANDRES;45.000,00 €
03/01/2024;426;BOGOTA;106.500,00 €
21/07/2024;823;ARMENIA;205.750,00 €
20/05/2024;102;SANTANDER;25.500,00 €
09/02/2024;18;CUCUTA;4.500,00 €
05/06/2024;767;NARIÑO;191.750,00 €
07/08/2024;928;PUTUMUYO;232.000,00 €
18/02/2024;377;BOGOTA;94.250,00 €
28/02/2024;19;IBAGUE;4.750,00 €
27/02/2024;638;PEREIRA;159.500,00 €
11/08/2024;298;MANIZALES;74.500,00 €
14/03/2024;419;ARMENIA;104.750,00 €
25/07/2024;71;ALEMANIA;17.750,00 €
18/03/2024;154;SUIZA;38.500,00 €
24/08/2024;785;ESPAÑA;196.250,00 €
08/03/2024;59;CALI;14.750,00 €
28/07/2024;88;BARRANQUILLA;22.000,00 €
25/05/2024;217;SAN ANDRES;54.250,00 €
31/01/2024;317;BOGOTA;79.250,00 €
23/07/2024;489;ARMENIA;122.250,00 €
01/08/2024;514;SANTANDER;128.500,00 €
05/04/2024;644;CUCUTA;161.000,00 €
15/06/2024;546;NARIÑO;136.500,00 €
08/05/2024;277;PUTUMUYO;69.250,00 €
29/04/2024;429;BOGOTA;107.250,00 €
11/01/2024;901;IBAGUE;225.250,00 €
14/07/2024;861;PEREIRA;215.250,00 €
10/05/2024;433;MANIZALES;108.250,00 €
15/08/2024;53;ARMENIA;13.250,00 €
16/02/2024;837;ALEMANIA;209.250,00 €
08/06/2024;988;SUIZA;247.000,00 €
23/03/2024;306;ESPAÑA;76.500,00 €
31/03/2024;152;CALI;38.000,00 €
25/06/2024;550;BARRANQUILLA;137.500,00 €
17/05/2024;536;SAN ANDRES;134.000,00 €
28/04/2024;695;BOGOTA;173.750,00 €
03/04/2024;314;ARMENIA;78.500,00 €
01/02/2024;402;SANTANDER;100.500,00 €
03/07/2024;6;CUCUTA;1.500,00 €
08/05/2024;565;NARIÑO;141.250,00 €
03/07/2024;87;PUTUMUYO;21.750,00 €
17/06/2024;370;BOGOTA;92.500,00 €
26/08/2024;962;IBAGUE;240.500,00 €
15/04/2024;992;PEREIRA;248.000,00 €
20/04/2024;592;MANIZALES;148.000,00 €
06/04/2024;440;ARMENIA;110.000,00 €
11/05/2024;166;ALEMANIA;41.500,00 €
19/06/2024;239;SUIZA;59.750,00 €
19/05/2024;680;ESPAÑA;170.000,00 €
21/04/2024;339;CALI;84.750,00 €
18/01/2024;60;BARRANQUILLA;15.000,00 €
25/07/2024;85;SAN ANDRES;21.250,00 €
14/07/2024;599;BOGOTA;149.750,00 €
01/02/2024;590;ARMENIA;147.500,00 €
01/02/2024;720;SANTANDER;180.000,00 €
31/03/2024;282;CUCUTA;70.500,00 €
06/08/2024;405;NARIÑO;101.250,00 €
30/05/2024;799;PUTUMUYO;199.750,00 €
04/05/2024;10;BOGOTA;2.500,00 €
17/04/2024;447;IBAGUE;111.750,00 €
26/06/2024;401;PEREIRA;100.250,00 €
25/02/2024;159;MANIZALES;39.750,00 €
05/06/2024;91;ARMENIA;22.750,00 €
23/01/2024;472;ALEMANIA;118.000,00 €
09/06/2024;656;SUIZA;164.000,00 €
26/08/2024;766;ESPAÑA;191.500,00 €
19/01/2024;847;CALI;211.750,00 €
10/04/2024;592;BARRANQUILLA;148.000,00 €
18/04/2024;312;SAN ANDRES;78.000,00 €
21/05/2024;495;BOGOTA;123.750,00 €
07/03/2024;457;ARMENIA;114.250,00 €
27/05/2024;894;SANTANDER;223.500,00 €
01/01/2024;583;CUCUTA;145.750,00 €
11/05/2024;28;NARIÑO;7.000,00 €
15/06/2024;556;PUTUMUYO;139.000,00 €
01/07/2024;753;BOGOTA;188.250,00 €
03/07/2024;701;IBAGUE;175.250,00 €
02/01/2024;76;PEREIRA;19.000,00 €
09/07/2024;868;MANIZALES;217.000,00 €
13/08/2024;937;ARMENIA;234.250,00 €
04/02/2024;241;ALEMANIA;60.250,00 €
29/05/2024;207;SUIZA;51.750,00 €
28/07/2024;677;ESPAÑA;169.250,00 €
25/07/2024;553;CALI;138.250,00 €
06/06/2024;655;BARRANQUILLA;163.750,00 €
23/06/2024;378;SAN ANDRES;94.500,00 €
02/03/2024;504;BOGOTA;126.000,00 €
24/01/2024;128;ARMENIA;32.000,00 €
18/06/2024;146;SANTANDER;36.500,00 €
14/01/2024;694;CUCUTA;173.500,00 €
04/04/2024;227;NARIÑO;56.750,00 €
30/04/2024;194;PUTUMUYO;48.500,00 €
02/02/2024;821;BOGOTA;205.250,00 €
28/02/2024;618;IBAGUE;154.500,00 €
14/02/2024;942;PEREIRA;235.500,00 €
03/06/2024;333;MANIZALES;83.250,00 €
26/04/2024;515;ARMENIA;128.750,00 €
08/02/2024;771;ALEMANIA;192.750,00 €
30/01/2024;990;SUIZA;247.500,00 €
21/01/2024;799;ESPAÑA;199.750,00 €
02/03/2024;62;CALI;15.500,00 €
28/02/2024;675;BARRANQUILLA;168.750,00 €
28/04/2024;805;SAN ANDRES;201.250,00 €
28/01/2024;845;BOGOTA;211.250,00 €
17/08/2024;762;ARMENIA;190.500,00 €
30/07/2024;748;SANTANDER;187.000,00 €
25/04/2024;94;CUCUTA;23.500,00 €
23/07/2024;803;NARIÑO;200.750,00 €
06/01/2024;355;PUTUMUYO;88.750,00 €
24/01/2024;406;BOGOTA;101.500,00 €
25/03/2024;255;IBAGUE;63.750,00 €
29/08/2024;605;PEREIRA;151.250,00 €
08/02/2024;481;MANIZALES;120.250,00 €
04/02/2024;846;ARMENIA;211.500,00 €
31/08/2024;467;ALEMANIA;116.750,00 €
09/04/2024;172;SUIZA;43.000,00 €
10/03/2024;625;ESPAÑA;156.250,00 €
26/02/2024;220;CALI;55.000,00 €
11/06/2024;757;BARRANQUILLA;189.250,00 €
24/02/2024;855;SAN ANDRES;213.750,00 €
08/02/2024;362;BOGOTA;90.500,00 €
15/07/2024;414;ARMENIA;103.500,00 €
14/05/2024;957;SANTANDER;239.250,00 €
27/01/2024;646;CUCUTA;161.500,00 €
26/03/2024;635;NARIÑO;158.750,00 €
29/01/2024;852;PUTUMUYO;213.000,00 €
04/02/2024;290;BOGOTA;72.500,00 €
13/05/2024;125;IBAGUE;31.250,00 €
29/06/2024;730;PEREIRA;182.500,00 €
20/01/2024;271;MANIZALES;67.750,00 €
28/01/2024;795;ARMENIA;198.750,00 €
13/02/2024;580;ALEMANIA;145.000,00 €
24/03/2024;493;SUIZA;123.250,00 €
11/05/2024;418;ESPAÑA;104.500,00 €
13/03/2024;768;CALI;192.000,00 €
10/06/2024;591;BARRANQUILLA;147.750,00 €
31/05/2024;192;SAN ANDRES;48.000,00 €
17/05/2024;244;BOGOTA;61.000,00 €
22/07/2024;361;ARMENIA;90.250,00 €
05/03/2024;451;SANTANDER;112.750,00 €
04/01/2024;649;CUCUTA;162.250,00 €
14/05/2024;566;NARIÑO;141.500,00 €
28/07/2024;508;PUTUMUYO;127.000,00 €
27/07/2024;124;BOGOTA;31.000,00 €
03/08/2024;490;IBAGUE;122.500,00 €
25/01/2024;207;PEREIRA;51.750,00 €
13/03/2024;909;MANIZALES;227.250,00 €
27/01/2024;893;ARMENIA;223.250,00 €
11/07/2024;560;ALEMANIA;140.000,00 €
03/05/2024;411;SUIZA;102.750,00 €
15/03/2024;603;ESPAÑA;150.750,00 €
09/07/2024;597;CALI;149.250,00 €
23/01/2024;663;BARRANQUILLA;165.750,00 €
18/07/2024;969;SAN ANDRES;242.250,00 €
21/06/2024;392;BOGOTA;98.000,00 €
02/01/2024;668;ARMENIA;167.000,00 €
01/02/2024;85;SANTANDER;21.250,00 €
26/02/2024;560;CUCUTA;140.000,00 €
05/01/2024;789;NARIÑO;197.250,00 €
13/06/2024;805;PUTUMUYO;201.250,00 €
09/08/2024;369;BOGOTA;92.250,00 €
25/01/2024;93;IBAGUE;23.250,00 €
30/05/2024;296;PEREIRA;74.000,00 €
09/08/2024;290;MANIZALES;72.500,00 €
07/08/2024;98;ARMENIA;24.500,00 €
16/04/2024;477;ALEMANIA;119.250,00 €
01/07/2024;342;SUIZA;85.500,00 €
13/04/2024;905;ESPAÑA;226.250,00 €
03/04/2024;819;CALI;204.750,00 €
09/03/2024;832;BARRANQUILLA;208.000,00 €
05/04/2024;632;SAN ANDRES;158.000,00 €
11/05/2024;259;BOGOTA;64.750,00 €
21/05/2024;971;ARMENIA;242.750,00 €
06/06/2024;615;SANTANDER;153.750,00 €
17/03/2024;581;CUCUTA;145.250,00 €
28/08/2024;685;NARIÑO;171.250,00 €
29/02/2024;163;PUTUMUYO;40.750,00 €
06/04/2024;105;BOGOTA;26.250,00 €
04/03/2024;839;IBAGUE;209.750,00 €
06/01/2024;576;PEREIRA;144.000,00 €
09/05/2024;930;MANIZALES;232.500,00 €
21/05/2024;957;ARMENIA;239.250,00 €
30/08/2024;195;ALEMANIA;48.750,00 €
08/04/2024;707;SUIZA;176.750,00 €
05/02/2024;198;ESPAÑA;49.500,00 €
01/07/2024;848;CALI;212.000,00 €
09/06/2024;749;BARRANQUILLA;187.250,00 €
27/07/2024;693;SAN ANDRES;173.250,00 €
30/04/2024;481;BOGOTA;120.250,00 €
05/03/2024;28;ARMENIA;7.000,00 €
12/08/2024;927;SANTANDER;231.750,00 €
27/03/2024;683;CUCUTA;170.750,00 €
01/01/2024;913;NARIÑO;228.250,00 €
02/06/2024;91;PUTUMUYO;22.750,00 €
02/01/2024;383;BOGOTA;95.750,00 €
24/08/2024;446;IBAGUE;111.500,00 €
20/08/2024;198;PEREIRA;49.500,00 €
14/03/2024;947;MANIZALES;236.750,00 €
07/01/2024;785;ARMENIA;196.250,00 €
18/07/2024;723;ALEMANIA;180.750,00 €
23/08/2024;276;SUIZA;69.000,00 €
20/08/2024;960;ESPAÑA;240.000,00 €
13/06/2024;718;CALI;179.500,00 €
17/07/2024;296;BARRANQUILLA;74.000,00 €
12/04/2024;762;SAN ANDRES;190.500,00 €
19/02/2024;369;BOGOTA;92.250,00 €
02/06/2024;696;ARMENIA;174.000,00 €
05/04/2024;468;SANTANDER;117.000,00 €
24/01/2024;442;CUCUTA;110.500,00 €
31/03/2024;609;NARIÑO;152.250,00 €
07/07/2024;887;PUTUMUYO;221.750,00 €
09/07/2024;43;BOGOTA;10.750,00 €
09/08/2024;429;IBAGUE;107.250,00 €
18/02/2024;719;PEREIRA;179.750,00 €
19/05/2024;808;MANIZALES;202.000,00 €
21/07/2024;354;ARMENIA;88.500,00 €
12/04/2024;549;ALEMANIA;137.250,00 €
16/07/2024;315;SUIZA;78.750,00 €
29/02/2024;604;ESPAÑA;151.000,00 €
01/08/2024;770;CALI;192.500,00 €
05/08/2024;319;BARRANQUILLA;79.750,00 €
13/04/2024;751;SAN ANDRES;187.750,00 €
25/03/2024;349;BOGOTA;87.250,00 €
18/06/2024;731;ARMENIA;182.750,00 €
06/04/2024;2;SANTANDER;500,00 €
15/07/2024;792;CUCUTA;198.000,00 €
03/06/2024;959;NARIÑO;239.750,00 €
18/06/2024;286;PUTUMUYO;71.500,00 €
06/02/2024;96;BOGOTA;24.000,00 €
27/01/2024;598;IBAGUE;149.500,00 €
12/05/2024;843;PEREIRA;210.750,00 €
10/02/2024;285;MANIZALES;71.250,00 €
24/05/2024;607;ARMENIA;151.750,00 €
11/04/2024;355;ALEMANIA;88.750,00 €
25/01/2024;911;SUIZA;227.750,00 €
23/02/2024;179;ESPAÑA;44.750,00 €
25/01/2024;917;CALI;229.250,00 €
30/07/2024;23;BARRANQUILLA;5.750,00 €
18/03/2024;469;SAN ANDRES;117.250,00 €
09/05/2024;880;BOGOTA;220.000,00 €
09/05/2024;221;ARMENIA;55.250,00 €
17/03/2024;613;SANTANDER;153.250,00 €
03/07/2024;973;CUCUTA;243.250,00 €
14/08/2024;680;NARIÑO;170.000,00 €
01/07/2024;787;PUTUMUYO;196.750,00 €
30/08/2024;950;BOGOTA;237.500,00 €
24/03/2024;164;IBAGUE;41.000,00 €
07/05/2024;681;PEREIRA;170.250,00 €
20/03/2024;486;MANIZALES;121.500,00 €
20/02/2024;193;ARMENIA;48.250,00 €
15/08/2024;414;ALEMANIA;103.500,00 €
25/05/2024;337;SUIZA;84.250,00 €
02/05/2024;546;ESPAÑA;136.500,00 €
03/08/2024;224;CALI;56.000,00 €
16/04/2024;478;BARRANQUILLA;119.500,00 €
09/07/2024;232;SAN ANDRES;58.000,00 €
14/05/2024;835;BOGOTA;208.750,00 €
29/03/2024;340;ARMENIA;85.000,00 €
09/01/2024;430;SANTANDER;107.500,00 €
02/05/2024;406;CUCUTA;101.500,00 €
07/04/2024;376;NARIÑO;94.000,00 €
12/05/2024;308;PUTUMUYO;77.000,00 €
10/02/2024;165;BOGOTA;41.250,00 €
21/07/2024;457;IBAGUE;114.250,00 €
10/08/2024;90;PEREIRA;22.500,00 €
14/06/2024;655;MANIZALES;163.750,00 €
11/08/2024;84;ARMENIA;21.000,00 €
09/01/2024;901;ALEMANIA;225.250,00 €
04/01/2024;146;SUIZA;36.500,00 €
09/08/2024;159;ESPAÑA;39.750,00 €
14/01/2024;10;CALI;2.500,00 €
25/04/2024;118;BARRANQUILLA;29.500,00 €
14/07/2024;656;SAN ANDRES;164.000,00 €
23/03/2024;521;BOGOTA;130.250,00 €
24/07/2024;483;ARMENIA;120.750,00 €
29/04/2024;77;SANTANDER;19.250,00 €
10/06/2024;300;CUCUTA;75.000,00 €
26/01/2024;838;NARIÑO;209.500,00 €
09/08/2024;516;PUTUMUYO;129.000,00 €
15/01/2024;810;BOGOTA;202.500,00 €
27/05/2024;283;IBAGUE;70.750,00 €
19/04/2024;770;PEREIRA;192.500,00 €
15/07/2024;750;MANIZALES;187.500,00 €
15/02/2024;549;ARMENIA;137.250,00 €
15/07/2024;310;ALEMANIA;77.500,00 €
18/08/2024;934;SUIZA;233.500,00 €
01/03/2024;750;ESPAÑA;187.500,00 €
28/06/2024;200;CALI;50.000,00 €
30/07/2024;139;BARRANQUILLA;34.750,00 €
09/02/2024;90;SAN ANDRES;22.500,00 €
09/05/2024;180;BOGOTA;45.000,00 €
06/07/2024;229;ARMENIA;57.250,00 €
09/05/2024;459;SANTANDER;114.750,00 €
12/03/2024;190;CUCUTA;47.500,00 €
14/06/2024;137;NARIÑO;34.250,00 €
22/06/2024;259;PUTUMUYO;64.750,00 €
07/05/2024;496;BOGOTA;124.000,00 €
04/02/2024;373;IBAGUE;93.250,00 €
12/02/2024;332;PEREIRA;83.000,00 €
20/03/2024;503;MANIZALES;125.750,00 €
12/02/2024;45;ARMENIA;11.250,00 €
07/08/2024;300;ALEMANIA;75.000,00 €
05/08/2024;181;SUIZA;45.250,00 €
09/04/2024;432;ESPAÑA;108.000,00 €
25/08/2024;553;CALI;138.250,00 €
09/07/2024;466;BARRANQUILLA;116.500,00 €
16/01/2024;875;SAN ANDRES;218.750,00 €
25/05/2024;335;BOGOTA;83.750,00 €
29/02/2024;954;ARMENIA;238.500,00 €
14/01/2024;510;SANTANDER;127.500,00 €
12/01/2024;505;CUCUTA;126.250,00 €
05/03/2024;147;NARIÑO;36.750,00 €
20/07/2024;371;PUTUMUYO;92.750,00 €
18/08/2024;34;BOGOTA;8.500,00 €
22/06/2024;29;IBAGUE;7.250,00 €
11/06/2024;454;PEREIRA;113.500,00 €
15/02/2024;372;MANIZALES;93.000,00 €
07/05/2024;535;ARMENIA;133.750,00 €
17/07/2024;929;ALEMANIA;232.250,00 €
13/07/2024;305;SUIZA;76.250,00 €
08/03/2024;435;ESPAÑA;108.750,00 €
21/02/2024;90;CALI;22.500,00 €
22/04/2024;115;BARRANQUILLA;28.750,00 €
10/01/2024;703;SAN ANDRES;175.750,00 €
31/03/2024;293;BOGOTA;73.250,00 €
29/03/2024;259;ARMENIA;64.750,00 €
10/06/2024;183;SANTANDER;45.750,00 €
19/01/2024;152;CUCUTA;38.000,00 €
15/01/2024;618;NARIÑO;154.500,00 €
27/04/2024;318;PUTUMUYO;79.500,00 €
30/05/2024;671;BOGOTA;167.750,00 €
15/03/2024;26;IBAGUE;6.500,00 €
05/05/2024;620;PEREIRA;155.000,00 €
27/07/2024;915;MANIZALES;228.750,00 €
19/05/2024;374;ARMENIA;93.500,00 €
10/07/2024;294;ALEMANIA;73.500,00 €
25/01/2024;505;SUIZA;126.250,00 €
18/03/2024;710;ESPAÑA;177.500,00 €
11/07/2024;723;CALI;180.750,00 €
08/08/2024;693;BARRANQUILLA;173.250,00 €
16/03/2024;56;SAN ANDRES;14.000,00 €
05/07/2024;46;BOGOTA;11.500,00 €
18/04/2024;77;ARMENIA;19.250,00 €
19/04/2024;434;SANTANDER;108.500,00 €
08/02/2024;718;CUCUTA;179.500,00 €
03/01/2024;877;NARIÑO;219.250,00 €
15/07/2024;42;PUTUMUYO;10.500,00 €
07/01/2024;365;BOGOTA;91.250,00 €
25/06/2024;518;IBAGUE;129.500,00 €
24/03/2024;653;PEREIRA;163.250,00 €
30/04/2024;724;MANIZALES;181.000,00 €
07/07/2024;414;ARMENIA;103.500,00 €
05/04/2024;677;ALEMANIA;169.250,00 €
29/04/2024;582;SUIZA;145.500,00 €
04/07/2024;587;ESPAÑA;146.750,00 €
02/08/2024;707;CALI;176.750,00 €
08/07/2024;718;BARRANQUILLA;179.500,00 €
01/03/2024;893;SAN ANDRES;223.250,00 €
17/03/2024;137;BOGOTA;34.250,00 €
26/08/2024;541;ARMENIA;135.250,00 €
28/06/2024;317;SANTANDER;79.250,00 €
06/02/2024;923;CUCUTA;230.750,00 €
09/03/2024;261;NARIÑO;65.250,00 €
25/05/2024;244;PUTUMUYO;61.000,00 €
29/07/2024;445;BOGOTA;111.250,00 €
24/05/2024;383;IBAGUE;95.750,00 €
31/05/2024;990;PEREIRA;247.500,00 €
08/08/2024;342;MANIZALES;85.500,00 €
17/02/2024;956;ARMENIA;239.000,00 €
10/03/2024;228;ALEMANIA;57.000,00 €
05/03/2024;402;SUIZA;100.500,00 €
11/07/2024;964;ESPAÑA;241.000,00 €
26/07/2024;439;CALI;109.750,00 €
22/04/2024;183;BARRANQUILLA;45.750,00 €
20/04/2024;430;SAN ANDRES;107.500,00 €
15/05/2024;144;BOGOTA;36.000,00 €
02/07/2024;656;ARMENIA;164.000,00 €
02/08/2024;165;SANTANDER;41.250,00 €
08/05/2024;498;CUCUTA;124.500,00 €
29/06/2024;419;NARIÑO;104.750,00 €
02/01/2024;319;PUTUMUYO;79.750,00 €
29/06/2024;10;BOGOTA;2.500,00 €
14/01/2024;542;IBAGUE;135.500,00 €
25/05/2024;97;PEREIRA;24.250,00 €
18/04/2024;339;MANIZALES;84.750,00 €
30/07/2024;972;ARMENIA;243.000,00 €
07/08/2024;888;ALEMANIA;222.000,00 €
18/06/2024;771;SUIZA;192.750,00 €
09/07/2024;381;ESPAÑA;95.250,00 €
10/07/2024;752;CALI;188.000,00 €
13/04/2024;375;BARRANQUILLA;93.750,00 €
12/08/2024;794;SAN ANDRES;198.500,00 €
26/07/2024;272;BOGOTA;68.000,00 €
25/04/2024;146;ARMENIA;36.500,00 €
10/08/2024;921;SANTANDER;230.250,00 €
15/04/2024;107;CUCUTA;26.750,00 €
13/05/2024;806;NARIÑO;201.500,00 €
06/08/2024;143;PUTUMUYO;35.750,00 €
20/02/2024;873;BOGOTA;218.250,00 €
24/05/2024;401;IBAGUE;100.250,00 €
05/03/2024;242;PEREIRA;60.500,00 €
15/08/2024;163;MANIZALES;40.750,00 €
14/06/2024;192;ARMENIA;48.000,00 €
28/07/2024;504;ALEMANIA;126.000,00 €
17/05/2024;583;SUIZA;145.750,00 €
07/02/2024;578;ESPAÑA;144.500,00 €
10/01/2024;524;CALI;131.000,00 €
25/03/2024;492;BARRANQUILLA;123.000,00 €
12/04/2024;909;SAN ANDRES;227.250,00 €
06/07/2024;669;BOGOTA;167.250,00 €
27/08/2024;810;ARMENIA;202.500,00 €
24/01/2024;322;SANTANDER;80.500,00 €
22/01/2024;586;CUCUTA;146.500,00 €
24/01/2024;675;NARIÑO;168.750,00 €
21/02/2024;758;PUTUMUYO;189.500,00 €
13/06/2024;698;BOGOTA;174.500,00 €
08/05/2024;981;IBAGUE;245.250,00 €
02/05/2024;342;PEREIRA;85.500,00 €
01/08/2024;888;MANIZALES;222.000,00 €
12/01/2024;70;ARMENIA;17.500,00 €
25/04/2024;513;ALEMANIA;128.250,00 €
07/08/2024;692;SUIZA;173.000,00 €
11/03/2024;936;ESPAÑA;234.000,00 €
11/08/2024;47;CALI;11.750,00 €
23/02/2024;952;BARRANQUILLA;238.000,00 €
25/03/2024;574;SAN ANDRES;143.500,00 €
09/06/2024;432;BOGOTA;108.000,00 €
22/08/2024;238;ARMENIA;59.500,00 €
29/06/2024;772;SANTANDER;193.000,00 €
12/06/2024;134;CUCUTA;33.500,00 €
21/05/2024;620;NARIÑO;155.000,00 €
29/04/2024;268;PUTUMUYO;67.000,00 €
16/08/2024;864;BOGOTA;216.000,00 €
27/08/2024;287;IBAGUE;71.750,00 €
11/06/2024;596;PEREIRA;149.000,00 €
09/05/2024;178;MANIZALES;44.500,00 €
27/03/2024;19;ARMENIA;4.750,00 €
30/08/2024;322;ALEMANIA;80.500,00 €
15/08/2024;197;SUIZA;49.250,00 €
27/07/2024;298;ESPAÑA;74.500,00 €
14/08/2024;632;CALI;158.000,00 €
20/07/2024;906;BARRANQUILLA;226.500,00 €
17/01/2024;332;SAN ANDRES;83.000,00 €
29/07/2024;841;BOGOTA;210.250,00 €
18/03/2024;181;ARMENIA;45.250,00 €
06/04/2024;537;SANTANDER;134.250,00 €
07/05/2024;62;CUCUTA;15.500,00 €
11/07/2024;740;NARIÑO;185.000,00 €
06/06/2024;934;PUTUMUYO;233.500,00 €
25/06/2024;77;BOGOTA;19.250,00 €
25/02/2024;427;IBAGUE;106.750,00 €
23/06/2024;334;PEREIRA;83.500,00 €
28/06/2024;506;MANIZALES;126.500,00 €
26/06/2024;212;ARMENIA;53.000,00 €
05/04/2024;777;ALEMANIA;194.250,00 €
10/01/2024;727;SUIZA;181.750,00 €
29/04/2024;887;ESPAÑA;221.750,00 €
25/02/2024;634;CALI;158.500,00 €
30/06/2024;810;BARRANQUILLA;202.500,00 €
06/04/2024;909;SAN ANDRES;227.250,00 €
23/03/2024;857;BOGOTA;214.250,00 €
20/02/2024;792;ARMENIA;198.000,00 €
20/02/2024;128;SANTANDER;32.000,00 €
02/03/2024;100;CUCUTA;25.000,00 €
09/02/2024;874;NARIÑO;218.500,00 €
30/04/2024;830;PUTUMUYO;207.500,00 €
30/01/2024;430;BOGOTA;107.500,00 €
13/07/2024;409;IBAGUE;102.250,00 €
08/06/2024;215;PEREIRA;53.750,00 €
25/08/2024;319;MANIZALES;79.750,00 €
09/01/2024;78;ARMENIA;19.500,00 €
29/02/2024;295;ALEMANIA;73.750,00 €
15/03/2024;621;SUIZA;155.250,00 €
18/06/2024;476;ESPAÑA;119.000,00 €
15/04/2024;768;CALI;192.000,00 €
21/02/2024;348;BARRANQUILLA;87.000,00 €
11/06/2024;784;SAN ANDRES;196.000,00 €
10/06/2024;819;BOGOTA;204.750,00 €
05/04/2024;603;ARMENIA;150.750,00 €
21/05/2024;852;SANTANDER;213.000,00 €
12/01/2024;660;CUCUTA;165.000,00 €
01/08/2024;440;NARIÑO;110.000,00 €
06/06/2024;726;PUTUMUYO;181.500,00 €
19/06/2024;208;BOGOTA;52.000,00 €
30/03/2024;839;IBAGUE;209.750,00 €
